song,link,prefix,title,genre,artist,token_count,wpm,duration_mins
bóng tối trước bình minh cover,https://zingmp3.vn/bai-hat/Bong-Toi-Truoc-Binh-Minh-Cover-Thai-Quynh/ZWAD9DZO.html,bong-toi-truoc-binh-minh-cover,Bóng Tối Trước Bình Minh (Cover),nhạc trẻ,Thái Quỳnh,172.0,80.2006838866619,2.1446201162457315
bôn ba nước ngoài,https://zingmp3.vn/bai-hat/Bon-Ba-Nuoc-Ngoai-Phan-Manh-Quynh-Tang-Duy-Tan-DuongK/Z7OZWDO0.html,bon-ba-nuoc-ngoai,Bôn Ba (Nước Ngoài),nhạc trẻ,"Phan Mạnh Quỳnh, Tăng Duy Tân, DươngK",381.0,110.62646439144888,3.4440222065837824
bông bầu,https://zingmp3.vn/bai-hat/Bong-Bau-Du-Anh-Thuy-Hang/ZWADI9OA.html,bong-bau,Bông Bầu,nhạc dân ca - quê hương,"Dư Anh, Thúy Hằng",359.0,55.86795036726564,6.425866666666667
bông cỏ may,https://zingmp3.vn/bai-hat/Bong-Co-May-Nhu-Hoa/Z7IC9WWI.html,bong-co-may,Bông Cỏ May,nhạc trẻ,"Thanh Ngân, Gia Tiến",378.0,80.91574270818386,4.67152605103344
bông hoa tám cánh,https://zingmp3.vn/bai-hat/Bong-Hoa-Tam-Canh-Trung-Anh/ZW60DA7F.html,bong-hoa-tam-canh,Bông Hoa Tám Cánh,,Trung Anh,390.0,95.11092656158633,4.100475246106102
bông hồng cài áo,https://zingmp3.vn/bai-hat/Bong-Hong-Cai-Ao-Thuy-Trang/ZWZA77AZ.html,bong-hong-cai-ao,Bông Hồng Cài Áo,,Thuy Trang,332.0,52.89995679652008,6.2759975641764605
bông hồng dâng mẹ,https://zingmp3.vn/bai-hat/Bong-Hong-Dang-Me-Mai-Thien-Van/ZW6O7Z9F.html,bong-hong-dang-me,Bông Hồng Dâng Mẹ,new age / world music,Mai Thiên Vân,376.0,78.94852286389018,4.762597023483723
bông hồng gai,https://zingmp3.vn/bai-hat/Bong-Hong-Gai-Beat-VIET-XAN/ZWAD7AEE.html,bong-hong-gai,Bông Hồng Gai,nhạc trẻ,"Việt, Xan",430.0,111.73483983630636,3.84839679933276
bông hồng gai beat,https://zingmp3.vn/bai-hat/Bong-Hong-Gai-Beat-VIET-XAN/ZWAD7AEE.html,bong-hong-gai-beat,Bông Hồng Gai (Beat),nhạc trẻ,"Việt, Xan",430.0,111.72218845281203,3.848832590507468
bông hồng thủy tinh,https://zingmp3.vn/bai-hat/Bong-Hong-Thuy-Tinh-Buc-Tuong/ZWZ9Z09D.html,bong-hong-thuy-tinh,Bông Hồng Thủy Tinh,,Bá»©c TÆ°á»ng,413.0,91.47948102984095,4.514673622440839
bông lục bình,https://zingmp3.vn/bai-hat/Bong-Luc-Binh-Ngoc-Hanh/ZW78WBCO.html,bong-luc-binh,Bông Lục Bình,,,365.0,90.28528151768472,4.0427408971251335
bông mua tím,https://zingmp3.vn/bai-hat/Bong-Mua-Tim-Vo-Minh-Le/Z6AF9999.html,bong-mua-tim,Bông Mua Tím,nhạc trẻ,Võ Minh Lê,536.0,108.5798100499902,4.936461021190085
bông màu tím,https://zingmp3.vn/bai-hat/Bong-Mau-Tim-Thanh-Ngan-Gia-Tien/Z6AW7AAZ.html,bong-mau-tim,Bông Màu Tím,nhạc trẻ,"Thanh Ngân, Gia Tiến",450.0,91.3842908672397,4.924259910860896
bông so đũa,https://zingmp3.vn/bai-hat/Bong-So-Dua-Hoang-Vinh-Nam/ZWZDC89B.html,bong-so-dua,Bông So Đũa,,Hoang Vinh Nam,273.0,46.64204143355009,5.853088578657888
bông ô môi,https://zingmp3.vn/bai-hat/Bong-O-Moi-Nha-Van-Xuan-Hoa/Z6FIFFCW.html,bong-o-moi,Bông Ô Môi,nhạc trữ tình,"Nhã Vân, Xuân Hòa",302.0,58.66963684401389,5.147466666666667
bông đùa lofi,https://zingmp3.vn/bai-hat/Bong-Dua-Lofi-Chuy-Blue-Star-Online/Z6ID696A.html,bong-dua-lofi,Bông Đùa (Lofi),nhạc trẻ,"Chuy Blue, Star Online",363.0,170.36847791569278,2.130675841217713
búp bê bằng bông,https://zingmp3.vn/bai-hat/Bup-Be-Bang-Bong-Thanh-Thao/ZW60FA7E.html,bup-be-bang-bong,Búp Bê Bằng Bông,,Various Artists,196.0,73.57178857419125,2.6640646339914613
búp bê bị hư,https://zingmp3.vn/bai-hat/Bup-be-bi-hu-Duong-Hieu-Nghia/ZWZBOFFF.html,bup-be-bi-hu,Búp bê bị hư,nhạc trẻ,Dương Hiếu Nghĩa,366.0,77.53696090353833,4.720329449787578
búp bê không tình yêu,https://zingmp3.vn/bai-hat/Bup-Be-Khong-Tinh-Yeu-Truc-Linh-Truc-Lam/ZW66C768.html,bup-be-khong-tinh-yeu,Búp Bê Không Tình Yêu,,Truc Linh â Truc Lam,488.0,125.53066886471926,3.887496214378523
búp bê đón xuân,https://zingmp3.vn/bai-hat/Bup-Be-Don-Xuan-Be-Trieu-Vy/ZWZDBF6A.html,bup-be-don-xuan,Búp Bê Đón Xuân,,Be Trieu Vy,250.0,79.01229726859103,3.1640644386045467
bơ vơ,https://zingmp3.vn/bai-hat/Bo-Vo-Trinh-Dinh-Quang/Z7WIO79B.html,bo-vo,Bơ Vơ,nhạc trẻ,B.O.M,536.0,141.86493082909885,3.778241718143195
bơ vơ,https://zingmp3.vn/bai-hat/Bo-Vo-Trinh-Dinh-Quang/Z7WIO79B.html,bo-vo,Bố Vợ,v-pop,Trịnh Đình Quang,330.0,70.11331444759207,4.706666666666666
bước bên em speed up,https://zingmp3.vn/bai-hat/Buoc-Ben-Em-Speed-Up-Dani-D-Le-Vu/Z6IUDU8O.html,buoc-ben-em-speed-up,Bước Bên Em (Speed Up),v-pop,"Dani D, Lê Vũ",447.0,157.77955572289156,2.833066666666667
bước chân buồn,https://zingmp3.vn/bai-hat/Buoc-Chan-Buon-Anh-Do/ZW9EOWIO.html,buoc-chan-buon,Bước Chân Buồn,nhạc trữ tình,Anh Đô,327.0,96.26251427133334,3.396960929965856
bước chân bên thềm,https://zingmp3.vn/bai-hat/Buoc-Chan-Ben-Them-Nguyen-Phi-Hung/ZW6I0IOW.html,buoc-chan-ben-them,Bước Chân Bên Thềm,,Various Artists,287.0,68.75046882683768,4.174516987264029
bước chân chiều chủ nhật,https://zingmp3.vn/bai-hat/Buoc-Chan-Chieu-Chu-Nhat-Ngoc-Lien/ZWZADWCZ.html,buoc-chan-chieu-chu-nhat,Bước Chân Chiều Chủ Nhật,,Duong Trieu Vu,471.0,82.46465612130513,5.711537792714022
bước chân con trở về,https://zingmp3.vn/bai-hat/Buoc-Chan-Con-Tro-Ve-Isaac-Thai/ZZADU7CZ.html,buoc-chan-con-tro-ve,Bước Chân Con Trở Về,v-pop,Isaac Thái,248.0,49.92484432037792,4.967466666666667
bước chân em về,https://zingmp3.vn/bai-hat/Buoc-Chan-Em-Ve-PacaZyy/Z7C8AO0C.html,buoc-chan-em-ve,Bước Chân Em Về,nhạc trẻ,Đức Thịnh,284.0,68.23419167845837,4.162136210806161
bước chân không trở lại,https://zingmp3.vn/bai-hat/Buoc-Chan-Khong-Tro-Lai-Thanh-Ngoc/ZWZC090D.html,buoc-chan-khong-tro-lai,Bước Chân Không Trở Lại,,Thanh Ngoc,335.0,76.01377083401806,4.407096192234673
bước chân kỷ niệm,https://zingmp3.vn/bai-hat/Buoc-Chan-Ky-Niem-Duy-Sang/ZW7OUDBA.html,buoc-chan-ky-niem,Bước Chân Kỷ Niệm,,Duy Sang,414.0,85.12053573629552,4.863691192952276
bước chân mồ côi,https://zingmp3.vn/bai-hat/Buoc-Chan-Mo-Coi-Cao-Thien-Vu/ZW6WZ089.html,buoc-chan-mo-coi,Bước Chân Mồ Côi,,Cao Thien Vu,395.0,87.28197456874867,4.52556214443652
bước chân người miền trung,https://zingmp3.vn/bai-hat/Buoc-Chan-Nguoi-Mien-Trung-Trung-Nghia/ZUW96CCE.html,buoc-chan-nguoi-mien-trung,Bước Chân Người Miền Trung,nhạc trữ tình,Trung Nghĩa,452.0,82.53666342901722,5.476354158521646
bước chân trong mưa,https://zingmp3.vn/bai-hat/Buoc-Chan-Trong-Mua-Nguyen-Phi-Hung/ZWZ9976U.html,buoc-chan-trong-mua,Bước Chân Trong Mưa,,,333.0,84.60403502135992,3.935982484948002
bước chân về nơi ấy,https://zingmp3.vn/bai-hat/Buoc-Chan-Ve-Noi-Ay-Thai-Nhat-Tan/ZW67B7Z9.html,buoc-chan-ve-noi-ay,Bước Chân Về Nơi Ấy,,Thai Nhat Tan,284.0,74.84929480721928,3.794290924603446
bước cùng cô đơn,https://zingmp3.vn/bai-hat/Buoc-Cung-Co-Don-Luu-Gia-Tai/ZWD9BUCF.html,buoc-cung-co-don,Bước Cùng Cô Đơn,nhạc trẻ,Lưu Gia Tài,544.0,89.97867583229954,6.045876925482838
bước cùng thời gian,https://zingmp3.vn/bai-hat/Buoc-Cung-Thoi-Gian-Anh-Minh/ZW68UU8W.html,buoc-cung-thoi-gian,Bước Cùng Thời Gian,,Anh Minh,320.0,81.17832727964853,3.941938824356933
bước nhỏ vào đời,https://zingmp3.vn/bai-hat/Buoc-Nho-Vao-Doi-Duong-Kim-Anh/ZZDZW7EZ.html,buoc-nho-vao-doi,Bước Nhỏ Vào Đời,nhạc trữ tình,Dương Kim Ánh,393.0,65.8570917865761,5.967466666666667
bước qua,https://zingmp3.vn/bai-hat/Buoc-Qua-Nhung-Ton-Thuong-Ha-Thuy-Anh/ZWAI9OC8.html,buoc-qua,Bước Qua,,"Thuy Tien,Hoang Rapper",534.0,129.47242982153617,4.124430202909311
bước qua cuộc tình,https://zingmp3.vn/bai-hat/Buoc-Qua-Cuoc-Tinh-Gia-Ly/ZW6C866F.html,buoc-qua-cuoc-tinh,Bước Qua Cuộc Tình,nhạc trẻ,Gia Ly,471.0,89.42882189375034,5.266758412177131
bước qua nước mắt,https://zingmp3.vn/bai-hat/Buoc-Qua-Nuoc-Mat-Thanh-Binh/Z6766O7C.html,buoc-qua-nuoc-mat,Bước Qua Nước Mắt,v-pop,Thanh Bình,352.0,77.84805879964483,4.5216284828107485
bước qua thế giới remix,https://zingmp3.vn/bai-hat/Buoc-Qua-The-Gioi-Remix-Ung-Hoang-Phuc/ZW7UAI60.html,buoc-qua-the-gioi-remix,Bước Qua Thế Giới (Remix),,,450.0,92.2248576870367,4.879378632679124
bước qua tổn thương có dễ dàng,https://zingmp3.vn/bai-hat/Buoc-Qua-Ton-Thuong-Co-De-Dang-Ha-Nhi/ZU98F6EA.html,buoc-qua-ton-thuong-co-de-dang,Bước Qua Tổn Thương Có Dễ Dàng,v-pop,Hà Nhi,498.0,102.54754911200584,4.8562837855448695
bước qua đời nhau cover,https://zingmp3.vn/bai-hat/Buoc-Qua-Doi-Nhau-Cover-Nguyen-Quang-Quy/ZWAE9AA8.html,buoc-qua-doi-nhau-cover,Bước Qua Đời Nhau (Cover),nhạc trẻ,Nguyễn Quang Quý,406.0,87.46481300626185,4.641866666666667
bước thời gian,https://zingmp3.vn/bai-hat/Buoc-Thoi-Gian-Le-Vy/ZW78CCB9.html,buoc-thoi-gian,Bước Thời Gian,nhạc trẻ,Lê Vy,284.0,52.856221152414506,5.373066666666667
bước tiến bước,https://zingmp3.vn/bai-hat/Buoc-Tien-Buoc-Cop-H-Ngoc-Huyen-KW-Sang-KaWaiiBi/ZUE0EE7E.html,buoc-tien-buoc,Bước Tiến Bước,rap việt,"Cọp-H, Ngọc Huyền, KW Sang, KaWaiiBi",636.0,190.6779661016949,3.3354666666666666
bước tiếp,https://zingmp3.vn/bai-hat/Buoc-Tiep-Bao-Dung/ZW6WU76C.html,buoc-tiep,Bước Tiếp,,Bao Dung,374.0,79.29895329203667,4.7163295916739125
bước tình tôi,https://zingmp3.vn/bai-hat/Buoc-Tinh-Toi-Hoang-Thien-Long/ZWZC096C.html,buoc-tinh-toi,Bước Tình Tôi,,Hoang Thien Long,341.0,114.65386709190064,2.9741691985554395
bước tình xa,https://zingmp3.vn/bai-hat/Buoc-Tinh-Xa-Le-Uyen-Nhi/ZW6II670.html,buoc-tinh-xa,Bước Tình Xa,nhạc trữ tình,Lê Uyên Nhi,467.0,102.59914285164568,4.5516949461777045
bước tôi về,https://zingmp3.vn/bai-hat/Buoc-Toi-ve-Dang-Tuan-Phuong/ZW7A0O69.html,buoc-toi-ve,Bước Tôi về,nhạc trẻ,Đặng Tuấn Phương,260.0,52.99677644409206,4.905958766648421
bước vu quy,https://zingmp3.vn/bai-hat/Buoc-Vu-Quy-Khoi-Vinh-Siro/ZOWZF8DW.html,buoc-vu-quy,Bước Vu Quy,nhạc trẻ,"Khởi Vinh, Siro",667.0,134.56624075319434,4.956666666666666
bước về phía mặt trời,https://zingmp3.vn/bai-hat/Buoc-Ve-Phia-Mat-Troi-Van-Mai-Huong/ZZC0UOBC.html,buoc-ve-phia-mat-troi,Bước Về Phía Mặt Trời,v-pop,Văn Mai Hương,492.0,103.64295143667668,4.747066666666667
bước với chúa yêu thương,https://zingmp3.vn/bai-hat/Buoc-Voi-Chua-Yeu-Thuong-Isaac-Thai/ZZDFDO86.html,buoc-voi-chua-yeu-thuong,Bước Với Chúa Yêu Thương,nhạc tôn giáo,Isaac Thái,362.0,87.96941321323267,4.115066666666666
bước za đi xa,https://zingmp3.vn/bai-hat/Buoc-Za-Di-Xa-Wxrdie-Marlykid-Lucin3x/Z7BIE787.html,buoc-za-di-xa,Bước Za Đi Xa,nhạc trẻ,Wxrdie,560.0,198.8559649422226,2.8161086350248907
bướm bay vườn cải hoa vàng,https://zingmp3.vn/bai-hat/Buom-Bay-Vuon-Cai-Hoa-Vang-Dieu-Dan/Z60O7UOF.html,buom-bay-vuon-cai-hoa-vang,Bướm Bay Vườn Cải Hoa Vàng,nhạc tôn giáo,Diệu Đan,243.0,43.07695944029498,5.641066666666666
bướm xuân,https://zingmp3.vn/bai-hat/Con-Buom-Xuan-Beat-Lam-Chan-Huy/ZW78EBDB.html,buom-xuan,Bướm Xuân,,Nhat Kim Anh,420.0,117.94964437743518,3.560841596571611
bưởi ơi,https://zingmp3.vn/bai-hat/Buoi-Oi-Lam-Tri-Hai/ZW6B8AF9.html,buoi-oi,Bưởi Ơi,,Lam Tri Hai,345.0,65.18598065392746,5.2925490502567705
bạc bẽo tình đời,https://zingmp3.vn/bai-hat/Bac-Beo-Tinh-Doi-Van-Quang-Long/ZWZAOZ7Z.html,bac-beo-tinh-doi,Bạc Bẽo Tình Đời,,Van Quang Long,330.0,65.34308419357393,5.050266666666667
bạc bẽo đời em,https://zingmp3.vn/bai-hat/Bac-Beo-Doi-Em-Ngoc-Han/ZW6DC6O6.html,bac-beo-doi-em,Bạc Bẽo Đời Em,nhạc trữ tình,Ngọc Hân,365.0,71.1933547368237,5.1268829984100925
bạc liêu quê mình,https://zingmp3.vn/bai-hat/Bac-Lieu-Que-Minh-Kim-Linh/ZW8IEDUF.html,bac-lieu-que-minh,Bạc Liêu Quê Mình,nhạc trữ tình,Kim Linh,333.0,63.609505132058175,5.2350666666666665
bạc lòng,https://zingmp3.vn/bai-hat/Bac-Long-Kim-Tuyen/Z6AW79EW.html,bac-long,Bạc Lòng,nhạc trẻ,Kim Tuyến,276.0,59.0042887117416,4.677626084916725
bạc như giấy trắng,https://zingmp3.vn/bai-hat/Bac-Nhu-Giay-Trang-Nhat-Kim-Anh/ZWACWD0W.html,bac-nhu-giay-trang,Bạc Như Giấy Trắng,nhạc trữ tình,Nhật Kim Anh,316.0,62.35365308216475,5.067866666666666
bạc phận sinkra remix,https://zingmp3.vn/bai-hat/Bac-Phan-Sinkra-Remix-Bao-Jen/Z6FZDAOZ.html,bac-phan-sinkra-remix,Bạc Phận (Sinkra Remix),nhạc trẻ,Bảo Jen,483.0,116.9645873255118,4.129455000390961
bạc phận – dạ cổ hoài,https://zingmp3.vn/bai-hat/Bac-Phan-Da-Co-Hoai-Hoan-Lam/ZWADEFZI.html,bac-phan-da-co-hoai,Bạc Phận – Dạ Cổ Hoài,nhạc trẻ,Hoàn Lâm,369.0,67.36452555036273,5.47766048948315
bạc trắng lửa hồng,https://zingmp3.vn/bai-hat/Bac-Trang-Lua-Hong-Bao-Hung-Mien-Tay-Dong-Thanh-Tam/Z6DUFUO7.html,bac-trang-lua-hong,Bạc Trắng Lửa Hồng,nhạc trữ tình,Mạnh Quỳnh,281.0,66.46271486234532,4.22793442281127
bạc trắng mái đầu,https://zingmp3.vn/bai-hat/Bac-Trang-Mai-Dau-Zick-Pham/ZZI0B8ZB.html,bac-trang-mai-dau,Bạc Trắng Mái Đầu,v-pop,Zick Phạm,400.0,97.87928221859708,4.086666666666667
bạch mi thường,https://zingmp3.vn/bai-hat/Bach-Mi-Thuong-Khucmay/ZW6OBBCZ.html,bach-mi-thuong,Bạch Mi Thường,,Khucmay,273.0,61.91496786441015,4.409273062982972
bạn chung giường,https://zingmp3.vn/bai-hat/Ban-Chung-Giuong-Ha-Vu/ZWAFOO0I.html,ban-chung-giuong,Bạn Chung Giường,nhạc trẻ,Hạ Vũ,384.0,79.98889043188444,4.800666666666667
bạn chơi tốt tôi đáp lại,https://zingmp3.vn/bai-hat/Ban-Choi-Tot-Toi-Dap-Lai-Lam-Chan-Huy/Z6EDUWWI.html,ban-choi-tot-toi-dap-lai,Bạn Chơi Tốt Tôi Đáp Lại,v-pop,Lâm Chấn Huy,413.0,91.02797696015048,4.537066666666666
bạn của tôi,https://zingmp3.vn/bai-hat/Cam-On-Ban-Cua-Toi-Minh-Khang-Ruby-Bao-An/ZW9D969I.html,ban-cua-toi,Bạn Của Tôi,,Truong Thao Nhi,363.0,77.34155279679554,4.693466666666667
bạn của tôi ơi,https://zingmp3.vn/bai-hat/Ban-Cua-Toi-Oi-Pham-Dinh-Thai-Ngan/ZZDB96I0.html,ban-cua-toi-oi,Bạn Của Tôi Ơi,v-pop,Phạm Đình Thái Ngân,480.0,100.87707008154231,4.758266666666667
bạn hay bè,https://zingmp3.vn/bai-hat/Ban-Hay-Be-Hung-Troc/ZWADZU8U.html,ban-hay-be,Bạn Hay Bè,nhạc trữ tình,Hùng Trọc,313.0,56.79330194100963,5.511213282247764
bạn hay là yêu,https://zingmp3.vn/bai-hat/Ban-Hay-La-Yeu-Vicky-Nhung/ZWA7WC60.html,ban-hay-la-yeu,Bạn Hay Là Yêu,nhạc trẻ,Vicky Nhung,334.0,82.2768179728043,4.059466666666667
bạn hữu thân tình,https://zingmp3.vn/bai-hat/Ban-Huu-Than-Tinh-Beat-Vuong-Trieu-Anh/ZW9A6UZZ.html,ban-huu-than-tinh,Bạn Hữu Thân Tình,nhạc trẻ,Vương Triệu Anh,582.0,87.9475619767852,6.617579690880183
bạn không giống tôi đừng phán xét,https://zingmp3.vn/bai-hat/Ban-Khong-Giong-Toi-Dung-Phan-Xet-Cao-Tung-Huy/ZWADOD0D.html,ban-khong-giong-toi-dung-phan-xet,Bạn Không Giống Tôi (Đừng Phán Xét),nhạc trẻ,Cao Tùng Huy,422.0,94.42112651677982,4.469338754658951
bạn không hiểu tôi blue remix,https://zingmp3.vn/bai-hat/Ban-Khong-Hieu-Toi-BLUE-REMIX-ZIN-MEDIA-Hoang-Van-Sang/ZZDAA7EC.html,ban-khong-hieu-toi-blue-remix,Bạn Không Hiểu Tôi (BLUE REMIX),dance việt,"ZIN MEDIA, Hoàng Văn Sáng",349.0,84.00069031954192,4.154727760836135
bạn là thế nhé,https://zingmp3.vn/bai-hat/Ban-La-The-Nhe-Be-Thoai-Nghi/ZW7O0ECD.html,ban-la-the-nhe,Bạn Là Thế Nhé,,Be Thoai Nghi,429.0,102.30199357731072,4.193466666666667
bạn thân,https://zingmp3.vn/bai-hat/Ban-Than-Oi-Wxrdie-Droppy/ZZADUUWC.html,ban-than,Bạn Thân,nhạc trữ tình,"Mai Tuấn, Hải Đăng",357.0,66.6558789115985,5.3558666666666666
bạn thân beat,https://zingmp3.vn/bai-hat/Ban-Than-Beat-V-Music-New/ZW80U86F.html,ban-than-beat,Bạn Thân (Beat),nhạc trẻ,V.Music New,367.0,93.41809504879132,3.9285750775405934
bạn thân ơi,https://zingmp3.vn/bai-hat/Ban-Than-Oi-Wxrdie-Droppy/ZZADUUWC.html,ban-than-oi,Bạn Thân Ơi,rap việt,"Wxrdie, Droppy",763.0,206.55861969390705,3.693866666666666
bạn tri kỷ,https://zingmp3.vn/bai-hat/Ban-Tri-Ky-Ly-Hao-Nam-Khoa-Si-Ta/ZWZDZZW6.html,ban-tri-ky,Bạn Tri Kỷ,,Ly Hao Nam,417.0,86.56950446187128,4.816938742945719
bạn trong nhà,https://zingmp3.vn/bai-hat/Ban-Trong-Nha-Be-Trieu-Vy/ZW6WZC60.html,ban-trong-nha,Bạn Trong Nhà,,Various Artists,329.0,93.71439422711735,3.5106666666666664
bạn tình ơi,https://zingmp3.vn/bai-hat/Ban-Tinh-Oi-YuniBoo-Goctoi-Mixer/ZZEEO7AA.html,ban-tinh-oi,Bạn Tình Ơi,rap việt,"Yuni Boo, Goctoi Mixer",777.0,161.69644709059685,4.805300388354575
bạn và tôi đều giống nhau,https://zingmp3.vn/bai-hat/Ban-Va-Toi-Deu-Giong-Nhau-Danh-Tuan-Trung/ZWCBZF9D.html,ban-va-toi-deu-giong-nhau,Bạn Và Tôi Đều Giống Nhau,nhạc trẻ,Danh Tuấn Trung,374.0,71.14233539616518,5.257066666666666
bạn ơi hãy cho đi,https://zingmp3.vn/bai-hat/Ban-Oi-Hay-Cho-Di-Pham-Ha-Top-Ca/ZUUII0C6.html,ban-oi-hay-cho-di,Bạn Ơi Hãy Cho Đi,v-pop,"Phạm Hà, Tốp Ca",383.0,71.22349577977882,5.377438944926629
bạn ơi hãy nhớ,https://zingmp3.vn/bai-hat/Ban-Oi-Hay-Nho-Minh-Thu/ZWZE8EF6.html,ban-oi-hay-nho,Bạn Ơi Hãy Nhớ,,Minh Thu,261.0,82.49399469004173,3.1638666666666664
bạn ổn không son2m remix,https://zingmp3.vn/bai-hat/Ban-On-Khong-Son2M-Remix-Dinh-Dai-Vu/Z7I7O0AD.html,ban-on-khong-son2m-remix,Bạn Ổn Không (Son2M Remix),nhạc trẻ,Đinh Đại Vũ,546.0,143.46925452685596,3.805693434461907
bản hùng ca chim lạc,https://zingmp3.vn/bai-hat/Ban-Hung-Ca-Chim-Lac-Dan-Truong/ZW6I7AWA.html,ban-hung-ca-chim-lac,Bản Hùng Ca Chim Lạc,,Various Artists,475.0,70.80580650580481,6.708489366067154
bản ngôn tình thứ nhất,https://zingmp3.vn/bai-hat/Ban-Ngon-Tinh-Thu-Nhat-Ron/ZW7O6U7B.html,ban-ngon-tinh-thu-nhat,Bản Ngôn Tình Thứ Nhất,,Ron,542.0,147.5284895115047,3.6738666666666666
bản tango của người điên,https://zingmp3.vn/bai-hat/Ban-Tango-Cua-Nguoi-Dien-Holy-Thang/ZW7OAO9A.html,ban-tango-cua-nguoi-dien,Bản Tango Của Người Điên,,Holy Thang,342.0,110.26838176963022,3.101523705267548
bản tình ca cho giai nhân,https://zingmp3.vn/bai-hat/Ban-Tinh-Ca-Cho-Giai-Nhan-Quang-Dung/ZW789AC8.html,ban-tinh-ca-cho-giai-nhan,Bản Tình Ca Cho Giai Nhân,nhạc trữ tình,Quang Dũng,302.0,56.28827822926501,5.36523783459744
bản tình ca của chàng nhạc sĩ,https://zingmp3.vn/bai-hat/Ban-Tinh-Ca-Cua-Chang-Nhac-Si-Hong-Xuong-Long/ZW7F77BD.html,ban-tinh-ca-cua-chang-nhac-si,Bản Tình Ca Của Chàng Nhạc Sĩ,nhạc trẻ,Hồng Xương Long,427.0,69.87624395828252,6.1108035551385305
bản tình ca muộn màng,https://zingmp3.vn/bai-hat/Ban-Tinh-Ca-Muon-Mang-A-Huy/ZW6I8WDO.html,ban-tinh-ca-muon-mang,Bản Tình Ca Muộn Màng,,A Huy,188.0,41.44209070565227,4.536450666432202
bản tình ca màu tím,https://zingmp3.vn/bai-hat/Ban-Tinh-Ca-Mau-Tim-Khang-Le/ZWZC7ADC.html,ban-tinh-ca-mau-tim,Bản Tình Ca Màu Tím,,,410.0,82.93830291685244,4.943433679985404
bản tình ca tuyết trắng,https://zingmp3.vn/bai-hat/Ban-Tinh-Ca-Tuyet-Trang-Do-Thuy-Khanh/ZW6OEZC7.html,ban-tinh-ca-tuyet-trang,Bản Tình Ca Tuyết Trắng,nhạc trẻ,Đỗ Thụy Khanh,527.0,112.15205223176906,4.698977767352151
bản tình ca đầu tiên,https://zingmp3.vn/bai-hat/Ban-Tinh-Ca-Dau-Tien-Duy-Khoa/ZWZAB9EW.html,ban-tinh-ca-dau-tien,Bản Tình Ca Đầu Tiên,,Duy Khoa,456.0,83.32683205215092,5.472426933434934
bản tình cuối,https://zingmp3.vn/bai-hat/Ban-Tinh-Cuoi-Don-Ho-Diem-Lien/ZWADIOAW.html,ban-tinh-cuoi,Bản Tình Cuối,new age / world music,"Don Hồ, Diễm Liên",321.0,65.03208250396239,4.936025230015378
bảng xếp hạng trái tim,https://zingmp3.vn/bai-hat/Bang-Xep-Hang-Trai-Tim-Ly-Hao-Nam/ZWZDEE8U.html,bang-xep-hang-trai-tim,Bảng Xếp Hạng Trái Tim,,Ly Hao Nam,362.0,78.67262818727197,4.6013462158439244
bảy bước tới mùa hè,https://zingmp3.vn/bai-hat/Bay-Buoc-Toi-Mua-He-Dao-Liuloo/ZWADAI6E.html,bay-buoc-toi-mua-he,Bảy Bước Tới Mùa Hè,nhạc trẻ,Đào Líuloo,258.0,79.19072971064186,3.257957098548232
bảy sắc cầu vồng,https://zingmp3.vn/bai-hat/Bay-Sac-Cau-Vong-Ruby-Bao-An/ZW69UDI8.html,bay-sac-cau-vong,Bảy Sắc Cầu Vồng,,Be Bao An,354.0,99.37823071589884,3.5621483442587185
bảy ơn chúa thánh thần,https://zingmp3.vn/bai-hat/Bay-On-Chua-Thanh-Than-Nguyen-Hong-An/ZZC0OUZ8.html,bay-on-chua-thanh-than,Bảy Ơn Chúa Thánh Thần,nhạc tôn giáo,Nguyễn Hồng Ân,348.0,72.91521162173488,4.772666666666667
bất bình thường,https://zingmp3.vn/bai-hat/Bat-Binh-Thuong-Whee/ZZEEBI0O.html,bat-binh-thuong,Bất Bình Thường,v-pop,Whee!,408.0,117.26435490033036,3.4793181640472284
bất chợt,https://zingmp3.vn/bai-hat/Hanh-Phuc-Bat-Chot-Ngoc-Thuy/ZW78DODF.html,bat-chot,Bất Chợt,,Various Artists,401.0,89.42537235262581,4.484185969265639
bất chợt chiều thứ bảy,https://zingmp3.vn/bai-hat/Bat-Chot-Chieu-Thu-Bay-My-Tam/ZW6UBCUB.html,bat-chot-chieu-thu-bay,Bất Chợt Chiều Thứ Bảy,,My Tam,395.0,96.81360803721182,4.080004949801846
bất chợt cơn mưa chiều,https://zingmp3.vn/bai-hat/Bat-Chot-Con-Mua-Chieu-Nguyen-Han/Z60U0A8C.html,bat-chot-con-mua-chieu,Bất Chợt Cơn Mưa Chiều,v-pop,Nguyễn Hân,260.0,51.59276113874485,5.039466666666667
bất ngờ anh yêu em beat,https://zingmp3.vn/bai-hat/Bat-Ngo-Anh-Yeu-Em-Beat-Lam-Chan-Huy/ZW6I8W68.html,bat-ngo-anh-yeu-em-beat,Bất Ngờ Anh Yêu Em Beat,,Lam Chan Huy,414.0,89.95663736180632,4.602217380968663
